3297. A district road with a bituminous pavement has a horizontal curve of 1000 m for a design speed of 75 km ph. The super-elevation is
	Yugananth P, 2013, e = V^2/225R. $%  $%   = 75 * 75/(225*1000). $%  $%   = 1/40 (or). $%  $%   = 1 in 40.
	Deepankar, 2021, The given answer is correct. $%  $% 1st total volume=100 * 0.04 =4 m^3. $% The volume is increased by 10% due to uneven surface which gives = 4 * 1.1 = 4.4 m^3. $% This volume is further increased by 50% for dry volume calculation = 4.4 * 1.5 = 6.6 m^3. $% So total volume = 6.6 m^3. $% For cement = (6.6 * 1)/(1+2+4) = 0.9428 m^3.
	Sahla, 2021, 100 * .04=4cu.m of wet concrete. $%  $% To produced 1cu.m of concrete 1.54cu.m of dry concrete required. $%  $% 1.54 * 4 = 6.16cu.m $% 6.16/1+2+4 = .88 cu.m of cement reqd. $% .88 * 1440 (density of cement)=1267.2 kg. $%  $% Or, $% 1267.2/50kg = 25.34=26 bag of cement.



3646. For the construction of buildings, the subheads of the estimate are
	Dipak K, 2013, Generally earthwork is not considered in Building Construction, then how answer is E ?
	Pavan, 2017, Because all of these are sub-parts of consciousness.



3647. The measurement is made for stone work in square metre in case of
	Suraj, 2016, How is wall facing?
	Deepjyoti, 2020, I think the Answer should be (A) and (B).



3648. The 'centre line method' is specially adopted for estimating



3649. The value of 'A' of Indian type W.C. shown in the given figure is : 
	Vaioo, 2016, For A it is 30 B is 45 and C is 50.
	Ashok Jatolia, 2017, It should be 50 cm.
	Akshay, 2018, It should be 50 cm.
	Danish Hewett, 2020, Value of c =50cm. $% A = 30cm. $% B = 45 cm.



3650. Referring of given figure, pick up the correct statement from the following: 
	Bittu, 2015, Please solve the question give me simply find for?
	Bikash Behera, 2016, A. Total length is (long wall) 6.80. So, centre to centre length 6.80-80 = 6, 2 wall so 6+6 = 12.  $%  $% Total length of short wall 4.80. So, centre to centre length 4.80-80 = 4, 2 wall so 4+4 = 8. Total length of center to centre 4 wall = 20 m. $%  $% C. Length of short wall in-to-in is 4.80-(80+80) = 3.20 m.
	Nisi, 2017, But there is some issue in thickness unit. It is not mentioned .80 can't be "M ". $%  $% IF it is in mm/cm only B is correct.
	Kumar, 2017, I want recent rate for construction estimate. Can anyone tell me?
	Parimal Saha, 2017, Ans D is correct. $%  $% Total length is long wall= 2*(6.80-2*.80/2)=12m. $% The total length of short wall=2*(4.80-2*.80/2)=8m. $% total length of long+short=12+8=20m. $% long wall out to out is 6.80m. $% short wall into in=(4.80-.80*2)= 3.20m.
	Tanmoy Mukherjee, 2017, The total length of centre line of four walls is=2(6.8-80)+2(4.8-80)=12+8=20m. $% Length of long wall out-to-out is 6.80 m. $% Length of short walls in-to-in is=4.8-1.6=3.2m. $% The answer is (D) All the above.
	Mongskie, 2017, It is simple, because as you can see the wall is offset by .80 m and the shorter wall measure 4. 80, 4.80- (2 * .80) since it was offset by .80m.
	Musengimana, 2018, Thanks for the explanation.
	Assalafy Abdurrahman, 2019, Thanks all for explaining.
	Hemjay, 2019, The offset of .80 should be deducted from both sides making the inner wall length 6.80-(.80+.80) = 5.20.
	Muazzm, 2019, As per the center line method; $%  $% Centerline length is; $% Long side= 6.80-.8= 6.0 $% Short side= 4.80-.8 = 4.0 $% So total length of c/c by center line method is = 2*(6+4.0) = 20.
	Rajkumarpatel, 2021, The total length of centre line of four walls is = 2(6.8-80) + 2(4.8-80) = 12 + 8 = 20m. $% Length of longwall out-to-out is 6.80 m. $% Length of short walls in-to-in is = 4.8 - 1.6 = 3.2m. $% The answer is (D) All the above.



3651. Size, capacity and materials need be specified for



3652. A cement concrete road is 1000 m long, 8 m wide and 15 cm thick over the sub-base of 10 cm thick gravel. The box cutting in road crust is
	Takhe Lomdak, 2013, How to calculate this problem?
	Saket, 2015, What is the box cutting in road crust?
	Habib Mansuri, 2015, I want explanation answer.
	Shivansh Sharma, 2015, According to me 1000*8*0.15-1200 over sub base. $%  $% 1000*8*0.10-800 for gravel. Total-2000 cum.
	Venkatesh Aare, 2015, Total volume = L*B*D. So 1000*8*(25/100) = 2000 cum.
	Shampa Sadhukhan, 2016, How to solve the problem? $% Give explanation in step by step.
	Rakhi Alwin, 2016, What does this box cutting mean? Explain it.
	Usman, 2016, The road is 1000m long = 1000m. $% The width is 8m = 8m. $% The thickness of slab = 0.15m. $% Excavation for sub base (10cm thick - 6.25cm compaction) = 3.75cm for gravel. $%  $% So, $% 1000m x 8m x (0.15m + .0375m). $% 1000m x 8m x 0.1875m = 1500 cubic m.
	Rahul, 2016, @Usman. $%  $% Hou you define 6.25 is compacted?
	Adebola, 2016, How do you define the 6.25 compaction & the remaining part of the calculation?
	Pratap, 2017, Please explain in detail.
	Mithun, 2017, Not getting this, please explain.
	Amit, 2017, I don't understand it. Please explain.
	Amit, 2017, What is 6.25? Please explain.
	Ravi S Murnal, 2017, @Usman. $%  $% Explain 6.25 compaction. How you get it?
	Madhu, 2017, Where did the 10cm thick gravel? and how would you know that 6.25compaction? totally confusing. Please explain this.
	Deeptikant Sharma, 2017, 15/4 = 3.75 then, $%  $% 10cm - compaction 3.75 = 6.25 cm.
	Bhavna, 2017, Please solve this in detail.
	Vikas Kumar, 2017, 2000 Cum is the correct answer.
	Ziauddin, 2017, @Deeptikant Sharma. $%  $% What is 15/4?
	Aamir, 2017, Box cutting means to the excavation of the road so as to fit the road in the excavated portion this is done to make road level with the surrounding, now you have remembered that there is compaction of 6.25cm in gravel in the subbase so remaining total available ht will be 15+3.75cm, and then as usual l*b*h.
	Bharath, 2017, 6.25 cm fixed ah?
	Rishabh Machiwal, 2018, Original Volume= 1000*8*(0.15+0.10)=2000m3, $% Cutoff Volume= Original Volume/4=2000/4=500m3, $% Box cutting in road crust= 2000-500= 1500m3.
	Burhan, 2018, @Rishabh. $%  $% Why you divide 2000 by 4?
	Vinod, 2018, What is 6.25?
	Bipin, 2018, Box cutting in road crust= 1000 * 8 * (0.15+0.10). $% = 2000m^3.
	Sonali, 2018, I think the answer is 2000m3 is correct.
	Er Sachin Singh, 2018, 2000 m3 is the total volume.
	Navjot, 2018, Original volume= as you know = 2000. $%  $% Cutt off volume= 1/4 of the original volume. $% 1/4x2000 = 500cum. $% So, box cutting in road = 2000 - 500 = 1500 cum.
	Sumit, 2019, How 6.25 cm?
	Bond, 2019, Sub base =10 cm.  $%  $% And we take base = to or less than about sub base = 10 cm. Total depth of cutting = 20 cm. Therefore, V cutting = 1000 x 8 x .2= 1600m3.  $%  $% We excavate less than 1600 so the nearest option is 1500. So correct answer is 1500 m3.
	Ananda Marndi, 2019, How to solve this? Please explain me.
	Vivek Arya, 2019, Orginal volume = 1000m * 8m * (15cm+10cm), $%                             = 1000 * 8 * 0.25cum, $%                             = 2000 cum. $%  $% Cutt-off volume = (1/4) * original volume. $%                              = (1/4) * 2000cum, $%                              = 500cum. $%  $% So, Box cutting in road curst = (2000-500). $%                                               = 1500cum.
	Swati, 2019, Box cutting = lbh of concrete + lbh gravel. $% =1000 * 8 * 0.15 + 1000 * 8 * 0.10, $% = 1200 + 800, $% = 2000.
	Vishal, 2020, 1000*8*0.15 = 1200;m3. $% SSC je 2016.
	Dalwinder Singh, 2020, 1000 * 8 * 0.15= 1200. $% 1000 * 8 * 0.10 = 800. $% 1200 + 800 = 2000m3.
	Akash Singh, 2020, Original volume= 1000*8*(15+10) = 2000m3. $% Cut off volume= 1/4 * 2000 = 500m3. $% Box cutting=2000-500= 1500m3.
	Ranjith, 2021, L = 1000m, $% B = 8.00m, $% D = (0.15m+0.10m), $% Q = LXBXD = 1000m X 8.00mX 0.25m = 2000 cu.m.
	Sam, 2021, Box cutting means the excavation of the road so as to fit the road in the excavated portion this is done to make road level with the surrounding, now you have remembered that there is compaction of 6.25cm in gravel in the subbase so remaining total available ht will be 15+3.75cm, and then as usual l*b*h.



3653. The expected out turn for earth work in excavation in ordinary soil per mazdoor per day is
	Siva, 2017, Sand = 4. $% Ordinary soil = 3. $% Compacted soil = 2. $% Rock = 1 cubic meter.
	Absarrus, 2017, Thanks for explaining @Siva.
	Gurmel, 2017, Thanks @Siva.
	Roy, 2017, As per I know it's 2.27 for ordinary soil.
	Bala, 2020, Then for Clay?



3654. Anti-siphonage pipe is connected to
	Ankit, 2017, It should be bottom of P trap WC.
	Ravi, 2017, Yes, it is Bottom of P trap W.C.
	Sunil, 2017, I think it is the top of p trap w. c
	Vikas Kumar, 2017, Guys clear your concept it should be top on P trap of w.c.
	Khan, 2018, Yes, it should be top.
	Raj, 2018, Top of p trape Because WC are upper side.
	Akshay, 2018, Bottom of p trap WC is the correct answer according to me.
	Sonu Kumar, 2018, I think the correct answer is top of P trap W.C. Because WC are upper side.
	Ajit Kumar Singh, 2018, It is used at top of p trap W.C. As more pressure at inlet puts water downwards and air comes outside from there.
	Priyanka Shah, 2019, @All. $%  $% The answer given here is correct since anti siphonage pipes are usually fixed at top of a P trap cause of its upper direction towards WC.



3655. Pick up the incorrect statement from the following:
	Pavanrk25, 2018, Option C is the correct answer.
	Ankit Vashist, 2018, Yes, the answer should be option C.
	Aman, 2020, No, answer D is correct because in option C is called floor area, not carpet.



3656. Carpet area does not include the area of
	Chandu, 2014, The usable covered area of the rooms of any storey of a building is called carpet area.
	Adam, 2016, Kitchen and bathroom area inclusion in carpet area!
	Banasmita, 2020, I think A is the correct answer.
	Narayan Ch. Saha, 2020, I think option A will be correct. $%  $% Carpet area = Builtup area - thikness of walls.
	Chitta Jena, 2021, No, I think carpet area included.
	Bharani, 2021, Yeah, A is the correct answer.



3657. The trap which is provided to disconnect the house drain from the street sewer is called



3658. Pick up the incorrect statement from the following:
	Suhas Gotmare, 2019, Dist less than 500m-- lead 50m. $% Distance 500m-5km--lead 500m. $% Distance more than 5km--lead 1km. $% So, Option D incorrect.
	Sikku, 2020, Thanks @Suhas Gotmare.
	Nilam, 2020, Thanks @Suhas Gotmare.



3659. Pick up the correct statement regarding the centre line method of estimating a building



3660. Pick up the correct statement from the following:
	Balraj, 2017, Skirting must be in meter.
	Sidheshwar, 2017, Skirking is measured in Running meter.
	Ashok.R, 2019, Skirting is measured only in running metre.
	Sushanta Halder, 2021, What is Glazing and striking? $%  $% Please, can anyone tell me?
	Vijaysingh8650, 2021, Glazing means glasses ( used in commercial buildings). $%  $% Skirting means tiles between floors and walls (used in the home).



3661. The expected out turn of half brick partition wall per mason per day is
	Karmvir Yadav, 2014, Answer D is correct because half brick work is measured in square meter not in m3.
	Alvin, 2016, Absolutely, the answer should be in m2.
	Ravig, 2016, In MCQ books the answer is 5.0 sq m. $%  $% Which is correct? Please tell.
	Nity, 2016, Yes, 5 sq m is the correct answer.
	Prashant, 2016, It should be 5 sqm.
	Rajni, 2017, Yes, D is correct answer.
	Guarav, 2017, Yes, @Nity. $%  $% 5 sq m or 50 Sqft is the correct answer.
	Subrata, 2017, Yes, D is the correct answer.
	Awadhesh Kumar Verma, 2017, Answer D is correct.  $%  $% Ref : B.N. DUTTA Estimating and Costing.
	Neeraj Chauhan, 2017, The correct answer is 5 sqm.
	Abhishek, 2017, I think D is the correct answer.
	Ankur Jain, 2017, Yes, D is correct answer. $%  $% Half brick wall in the partition - 5.00 sq m, Quantity Per Day = 50.00 cu ft.
	Ranjeet Kumar, 2017, I think D is the correct answer.
	Ranjana, 2017, Yes, D is correct. I also agree.
	Ankesh Singh, 2018, 5 cu m is the correct answer.
	Shubham, 2018, The answer should be 5sqm.
	Abhishek Kumar, 2018, The Correct Answer is 5 sq metre. $%  $% Ref: B.N.Dutta Estimating and Costing.
	Aksh, 2018, The Answer is 5m^2.
	Ankit, 2018, Explain the correct answer.
	Yuvi, 2019, Mason work per day concrete work = 5 m^3. $% Earth excavation or earthwork = 3 m^3. $% Brick work = 2 m^3.
	Chaudhari Pareshkumar Bhemjibhai, 2019, 5 meter square is the correct one.
	Binapani, 2019, The Correct answer is 5 sq m.
	Indra Sirpal, 2019, Why not C? please tell me.
	Roushan Kumar, 2019, Answer D is correct. Calculate in meter square not in meter cube.
	Anjali, 2019, 5 m2 is the correct one.
	Azar Mujawar, 2019, It's 5 for half-brick. $%  $% Rcc work - 3.25. $% Distemper - 35. $% Excavation of soil - 3. $% Concrete - 5. $% 12 mm plaster - 8.
	Satish, 2020, Option :D) 5.0 sq.m is correct answer.
	Gaurav Patil, 2020, 5 sq m is the right one.
	Rakesh Kumar, 2020, I too agree, D should be the right answer.
	Jitendra Kumar, 2020, 5 sq m is the right answer.
	Abhay Patel, 2020, The right Answer is D.
	Shrutigupta, 2021, The right answer is D.
	Rinhlua, 2021, The correct answer is D.
	Shahid, 2021, 5 * 0.115 = 0.575cum.
	Abdul Latif, 2021, The answer should be in sq.m for half brick ,because half brick quantity is calculated in sq.m or sq.ft not in cu.m or cu.ft ,so option D looks correct answer. $%  $% Ref:  R.Agour.
	Sanjay, 2021, 5sqm is correct.
	Madhusmita Sahu, 2021, Agree, D is the correct answer.
	Md Saif, 2021, D) 5 meter square is the right answer.
	Syed Mehak Qadri, 2021, Option D. 5m^2 is the correct answer.
	Baloch, 2021, Halfbrick work is Calculated in Squire meter. the value of option B is in cubic meter. $%  $%  $% So, the answer is option D. $%  $% Reference  R.Agor.



3662. If B is the width of formation, d is the height of the embankment, side slope S : 1, for a highway with no transverse slope, the area of cross-section is
	Ranjitha, 2016, Top width is B. $%  $% Bottom width is b + sd + sd = b + 2sd. $% Depth of embankment is d. $%  $% Area of trapezoidal = (d/2) * (b + b + 2sd) . $% = (d/2) * (2b + 2sd). $% = (d/2) * 2 * (b + sd). $% = bd + sd * d. $% = bd + s(d^2).



3663. The floor area includes the area of the balcony up to
	Kondaiah, 2017, How, Can someone help me with explanation?
	Priyanka Shah, 2019, Anyone explain the solution.
	Gyandev, 2019, I think it should be 25%.
	Himal, 2019, 25% is correct.
	Khushi, 2019, I think it should be 25%.
	Khan, 2020, It is 50% for area un-protected by projections.



3664. The cross-section of a road partly in banking and partly in cutting is shown in the given figure. The area of the shaded portion is
	Anshu, 2016, Please someone solve this.
	Anirban, 2017, In books of estimation costing by M. Chakraborty and also other authors, the factor is 1/3 instead of 1/2.
	Jayant Chawla, 2017, If its h:v then answer is option A except that it should be 1/2 instead of 1/3.
	Anojkumar, 2017, The correct answer is  1/2 *(b -rd)/r-s.
	Jayasree Garai, 2017, According to me, it is 1/2 *(b -rd)/r-s.
	Deepak, 2017, According to me, option C is correct.
	Abhishek, 2017, Why taking the factor 1/3 instead of taking 1/2?
	Vinod Kumar Meena, 2018, Option C is correct for non shaded portion. $%  $% And in option A 1/2 instead of 1/3 and this is for non shaded portion.
	Amit, 2018, It should be 1/2 in option A.
	Rahul, 2019, Yes, it should be 1/2 in option A.
	Nagendra, 2021, C is the correct option.
	K.D., 2021, C is the correct answer.
	Rahul Kale Ramesh, 2021, It is very nice and easy to learn. Thanks all.



3665. According to Indian Standards Institute, the actual size of modular bricks is
